ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/mann/data-integrity/unsafe/shift_register_top_w16_d128_e0_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
 22 : ... 197 224 211 308 306 326 254 308 239 244 525 602 475 317 244    30   329      8.88 sec
 23 : ... 224 211 308 306 326 251 305 230 215 448 538 345 187 259 249    21   333      9.55 sec
 24 : ... 214 309 309 328 253 306 230 242 486 597 407 289 432 526 405    67   359     11.19 sec
 25 : ... 150 169 283 359 217 195 111 239 217 188 148 174 219 291 737     0   359     12.21 sec
 26 : ... 169 283 359 217 195 112 240 219 192 156 187 235 318 469 389    38   365     12.79 sec
 27 : ... 280 355 213 199 108 239 218 189 145 175 226 267 408 372 131     4   365     13.25 sec
 28 : ... 355 213 199 108 239 221 198 169 210 266 309 519 559 549 447    35   405     14.93 sec
 29 : ... 213 199 108 239 218 192 171 197 265 338 438 503 505 546 608    33   438     16.84 sec
 30 : ... 199 108 239 213 178 161 184 247 369 414 495 537 693 744 582    46   463     19.12 sec
 31 : ... 108 239 210 171 150 173 230 316 303 302 335 457 364 539 566     0   463     20.09 sec
 32 : ... 239 210 171 153 175 240 327 318 323 361 483 389 589 559 237    37   469     21.25 sec
 33 : ... 210 170 150 172 238 316 303 303 340 467 310 286 275 453 381     8   469     22.09 sec
 34 : ... 170 154 180 253 332 323 331 379 519 352 329 319 261 466 437    42   485     23.61 sec
 35 : ... 151 177 251 318 305 308 354 496 314 303 270 148 329 485 170     2   485     24.51 sec
 36 : ... 177 251 318 305 309 358 522 406 478 532 389 623 868 751 771    48   552     28.88 sec
 37 : ... 251 318 305 308 348 490 301 323 345 181 221 222 401 724 684     0   552     30.43 sec
 38 : ... 311 315 357 504 353 380 410 241 290 305 523 939 1032 534      114   567     33.55 sec
 39 : ... 182 182 287 190 274 290 161 125 162 149 316 566 1080 738        5   567     36.27 sec
 40 : ... 182 287 193 285 299 170 136 172 161 327 576 1127 995 545       45   569     38.35 sec
 41 : ... 182 286 188 259 304 154 134 164 160 324 487 991 985 779 288    47   574     40.07 sec
 42 : ... 263 315 161 151 180 187 367 593 1180 1455 1512 1424 1154      101   642     46.76 sec
 43 : ... 256 301 143 122 139 157 254 394 769 1065 1220 1098 983 603     43   649     49.53 sec
 44 : ... 154 136 153 184 287 366 459 791 1005 1117 1518 1190 1015       57   672     54.85 sec
 45 : ... 138 120 135 157 257 334 388 739 896 912 1242 968 880 671       48   679     57.53 sec
 46 : ... 130 143 173 278 361 414 784 953 997 1429 1250 1192 1104 679    78   696     63.04 sec
 47 : ... 136 165 272 350 391 770 926 938 1368 1024 789 779 1047 477     51   701     66.76 sec
 48 : ... 158 264 340 377 763 921 937 1408 1085 887 942 978 906 493      65   705     71.25 sec
 49 : ... 264 340 374 757 904 902 1353 969 722 638 598 654 790 517       44   705     74.48 sec
 50 : ... 340 374 757 904 904 1368 989 786 705 682 702 831 836 429       76   717     78.65 sec
 51 : ... 374 757 903 903 1363 930 715 684 647 603 554 427 363 786       77   717     82.23 sec
 52 : ... 755 901 909 1380 957 779 776 789 771 720 601 514 487 697       88   721     87.54 sec
 53 : ... 886 893 1320 837 655 561 570 617 684 494 429 429 497 351        6   721     90.91 sec
 54 : ... 954 1397 947 774 703 786 918 1028 873 819 817 921 1010 815    240   791    101.08 sec
 55 : ... 406 485 818 684 767 790 875 732 585 413 416 503 470 1373        0   791    109.20 sec
 56 : ... 520 851 734 856 947 1093 1063 996 904 855 905 877 1165 1161   111   840    119.43 sec
 57 : ... 746 860 917 1012 1014 973 948 1084 1202 1137 1287 1294 1765   114   888    133.72 sec
 58 : ... 721 831 883 959 860 802 702 856 937 907 1062 897 1158 1532     97   910    142.29 sec
 59 : ... 849 908 969 847 815 683 827 990 967 1146 958 746 1035 1654     91   923    151.35 sec
 60 : ... 873 927 784 723 574 737 925 855 1016 800 561 787 967 1050       6   923    156.13 sec
 61 : ... 937 810 757 627 790 981 916 1093 883 656 904 1113 968 543     126   927    162.77 sec
 62 : ... 793 734 593 757 944 877 1042 815 541 515 578 574 493 909        0   927    167.40 sec
 63 : ... 754 621 794 999 973 1179 978 724 755 854 901 855 1132 714     162   937    176.57 sec
 64 : ... 598 610 735 753 888 1131 681 623 675 626 482 374 567 1564     128   944    184.68 sec
 65 : ... 598 713 711 809 1061 547 485 490 528 424 354 369 595 1280       1   944    189.53 sec
 66 : ... 717 718 835 1102 589 528 525 568 473 416 457 730 993 735      102   951    195.36 sec
 67 : ... 700 683 755 843 437 642 551 561 469 353 308 513 830 884 230     3   951    200.47 sec
 68 : ... 714 1083 1107 1212 1255 1264 1350 1560 2055 2771 2780 2811    129  1090    237.43 sec
 69 : ... 803 343 376 362 593 620 449 443 998 597 1655 1944 2396 1391     0  1090    252.79 sec
 70 : ... 439 448 683 728 581 611 1184 784 1851 2207 2780 1770 803      133  1095    267.34 sec
 71 : ... 373 590 626 481 462 1091 552 1252 1439 1529 1229 1359 1364      0  1095    276.52 sec
 72 : ... 590 626 481 462 1091 552 1253 1447 1556 1309 1554 1439 645     52  1095    284.91 sec
 73 : ... 626 481 462 1091 551 1250 1424 1480 1194 1334 1119 565 283      0  1095    292.16 sec
 74 : ... 462 1091 554 1272 1479 1600 1474 1814 1823 1407 1025 759      281  1108    305.46 sec
 75 : ... 481 462 1091 481 815 899 916 847 603 531 887 1112 1794 966      7  1108    316.44 sec
 76 : ... 536 895 1012 1094 1270 1339 1608 2211 2690 3361 2794 2133     173  1121    351.85 sec
 77 : ... 432 699 810 932 937 753 677 1061 1207 1308 1607 2255 1644      24  1121    366.64 sec
 78 : ... 1070 1242 1302 1134 1083 1475 1714 1856 2247 2923 2633 1647   176  1152    397.79 sec
 79 : ... 675 807 643 556 466 334 452 355 406 494 690 698 759 5477        3  1152    416.40 sec
 80 : ... 905 741 654 577 457 607 551 637 758 972 1059 1101 1668 4506   195  1156    434.84 sec
 81 : ... 652 566 463 336 457 361 386 488 699 728 774 1469 2277 2549      9  1156    445.73 sec
 82 : ... 567 465 340 469 386 423 557 816 889 965 1746 2630 2440 1264   155  1163    459.88 sec
 83 : ... 332 446 357 367 461 527 754 814 1498 1913 1751 1561 1552       84  1163    472.02 sec
 84 : ... 477 382 391 491 552 800 898 1582 1988 1856 1525 1328 1212     166  1179    486.97 sec
 85 : ... 355 368 454 506 731 793 1445 1629 1266 849 984 1118 1175        0  1179    497.87 sec
 86 : ... 435 531 575 819 965 1742 2111 2036 1822 2033 2129 1822 1152   237  1205    523.18 sec
 87 : ... 484 513 733 821 1515 1626 1324 896 868 889 1012 1273 1330       0  1205    536.81 sec
 88 : ... 1045 1220 2121 2700 2770 2724 2901 3050 3377 3844 3704 2770   296  1325    618.75 sec
slurmstepd-thanos5_2: error: *** JOB 75894 ON thanos5_2 CANCELLED AT 2022-12-27T18:56:57 DUE TO TIME LIMIT ***
