ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divfive-p161_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
 75 : ... 69 82 188 277 419 155 128 115 81 55 45 43 50 36 48 30 408     104   165    157.14 sec
 76 : ... 61 43 26 40 50 237 347 123 79 65 39 20 26 12 7 7 5 5 5 394      0   165    158.17 sec
 77 : ... 43 26 40 50 237 347 122 79 65 39 20 26 12 7 7 5 5 5 12 394      4   165    159.06 sec
 78 : ... 26 40 50 237 347 122 79 65 39 20 26 12 7 7 5 5 5 10 7 386       0   165    159.97 sec
 79 : ... 26 40 50 237 347 122 79 65 39 20 26 12 7 7 5 5 5 10 7 7 379     0   165    160.85 sec
 80 : ... 40 50 237 347 122 79 65 39 20 26 12 7 7 5 5 5 10 7 7 3 376      0   165    161.72 sec
 81 : ... 161 110 107 76 56 71 59 49 41 26 27 32 32 33 46 68 70 490      86   165    163.25 sec
 82 : ... 234 348 128 64 51 30 23 23 18 14 17 10 6 6 8 9 8 7 7 8 440      0   165    164.23 sec
 83 : ... 348 128 64 51 30 23 23 18 14 17 10 6 6 8 9 8 7 7 8 6 434        0   165    165.10 sec
 84 : ... 348 128 64 51 30 23 23 18 14 17 10 6 6 8 9 8 7 7 8 6 8 433      4   165    165.99 sec
 85 : ... 128 64 51 30 23 23 18 14 17 10 6 6 8 9 8 7 7 8 6 6 4 429        0   165    166.88 sec
 86 : ... 128 64 51 30 23 23 18 14 17 10 6 6 8 9 8 7 7 8 6 6 4 2 427      0   165    167.74 sec
 87 : ... 64 51 30 23 23 18 14 17 10 6 6 8 9 8 7 7 8 6 6 4 2 1 426        0   165    168.64 sec
 88 : ... 64 51 30 23 23 18 14 17 10 6 6 8 9 8 7 7 8 6 7 5 4 3 4 431      8   165    169.50 sec
 89 : ... 30 23 23 18 14 17 10 6 6 8 9 8 7 11 10 12 8 7 7 5 11 8 445     18   165    170.42 sec
 90 : ... 51 30 23 23 18 14 17 10 6 6 8 9 8 7 8 9 6 5 4 2 1 1 1 1 426     0   165    171.29 sec
 91 : ... 30 23 23 18 14 17 10 6 6 8 9 8 7 8 9 6 5 4 2 1 1 1 1 4 429      4   165    172.18 sec
 92 : ... 23 23 18 14 17 10 6 6 8 9 8 7 8 9 6 5 4 2 1 1 1 1 2 1 428       0   165    173.04 sec
 93 : ... 23 23 18 14 17 10 6 6 8 9 8 7 8 9 6 5 4 2 1 1 1 1 2 1 1 427     0   165    173.93 sec
 94 : ... 23 18 14 17 10 6 6 8 9 8 7 8 9 6 5 4 2 1 1 1 1 2 1 1 1 426      0   165    174.79 sec
 95 : ... 18 14 17 10 6 6 8 9 8 7 8 12 8 7 5 2 5 3 2 2 4 2 5 3 2 449     19   165    175.70 sec
 96 : ... 16 18 11 7 6 8 9 8 7 8 10 8 6 5 2 1 2 1 1 1 1 2 2 1 1 469       0   165    176.61 sec
 97 : ... 16 18 11 7 6 8 9 8 7 8 10 9 6 6 2 1 2 1 1 1 1 3 5 5 4 2 506    18   165    177.54 sec
 98 : ... 52 58 76 54 49 42 52 63 73 106 73 44 33 22 16 18 15 7 1131     85   165    180.89 sec
 99 : ... 12 13 11 8 10 9 6 11 9 5 3 3 3 3 1 3 2 2 1 1 1 1 1 1 1 724      0   165    182.01 sec
100 : ... 13 10 8 10 9 6 10 9 5 3 3 3 3 1 3 2 2 1 1 1 1 1 1 1 1 713       0   165    182.92 sec
101 : ... 13 10 8 10 9 6 10 9 5 3 3 3 3 1 3 2 2 1 1 1 1 1 1 1 1 4 716     4   165    183.82 sec
102 : ... 10 8 10 9 6 10 9 5 3 3 3 3 1 3 2 2 1 1 1 1 1 1 1 1 2 1 715      0   165    184.72 sec
103 : ... 8 10 9 6 10 9 5 3 3 3 3 1 3 2 2 1 1 1 1 1 1 1 1 2 1 1 711       0   165    185.62 sec
104 : ... 8 10 9 6 10 9 5 3 3 3 3 1 3 2 2 1 1 1 1 1 1 1 1 2 1 1 1 710     0   165    186.52 sec
105 : ... 9 6 10 10 5 3 3 3 3 1 3 2 2 1 1 2 2 2 1 1 6 7 4 4 2 4 726      28   165    187.45 sec
106 : ... 9 6 10 10 5 3 3 3 3 1 3 2 2 1 1 1 2 1 1 1 1 2 1 1 1 1 1 725     0   165    188.35 sec
107 : ... 6 10 10 5 3 3 3 3 1 3 2 2 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 724     0   165    189.25 sec
108 : ... 10 10 5 3 3 3 3 1 3 2 2 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 723     0   165    190.14 sec
109 : ... 189 144 116 109 98 89 90 81 70 82 75 80 72 75 56 48 49 1691   235   165    200.28 sec
110 : ... 4 2 3 5 6 1 3 2 2 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1585      0   165    202.97 sec
111 : ... 6 8 8 4 9 8 5 3 3 3 5 2 2 2 2 2 3 2 2 1 1 12 15 6 5 6 1703     80   165    204.48 sec
112 : ... 8 9 9 7 6 6 10 9 12 15 20 24 34 30 12 7 16 18 6 5 20 7 1960    76   165    206.58 sec
113 : ... 1 1 2 1 4 2 1 1 1 3 3 3 6 6 12 4 1 2 3 1 4 1 1 14 4 3 1716      0   165    207.51 sec
114 : ... 1 2 1 4 2 1 1 1 4 4 4 7 8 15 5 2 3 4 2 4 1 1 13 4 5 10 1739    81   165    208.53 sec
115 : ... 1 2 1 4 2 1 1 1 3 3 1 1 4 5 5 3 1 3 1 4 1 1 13 4 1 1 3 1705     0   165    209.50 sec
116 : ... 2 1 4 2 1 1 1 3 3 1 1 2 5 6 4 2 4 2 6 3 3 15 6 2 2 4 9 1734    36   165    210.52 sec
117 : ... 1 4 2 1 1 1 3 3 1 1 2 5 3 3 2 1 1 1 1 4 1 1 2 2 2 4 10 1863    79   165    211.80 sec
118 : ... 3 28 27 16 10 9 6 29 33 39 51 33 29 102 91 67 51 41 19 5591   110   168    227.12 sec
119 : ... 413 437 438 414 421 457 437 451 427 371 366 350 329 4396      475   168    255.73 sec
120 : ... 1 1 1 7 6 3 1 1 1 3 3 3 1 1 3 4 2 5 2 1 2 1 1 1 3 1 7 2037     83   168    257.49 sec
121 : ... 1 7 6 3 1 1 1 3 3 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 10 12 2061     46   168    258.58 sec
122 : ... 1 7 6 3 1 1 1 3 3 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 5 3 8 2034      4   168    259.48 sec
123 : ... 7 6 3 1 1 1 3 3 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 5 3 5 5 2033      4   168    260.36 sec
124 : ... 6 3 1 1 1 3 3 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 3 2 2 1 1 2029      0   168    261.23 sec
125 : ... 3 1 1 1 3 3 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 3 2 2 1 1 1 2027      0   168    262.13 sec
126 : ... 1 1 1 3 3 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 3 4 5 5 1 1 1 2029      9   168    263.01 sec
127 : ... 1 1 3 3 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 3 3 2 2 1 1 1 1 2024      0   168    263.89 sec
128 : ... 1 3 3 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 3 3 2 2 1 1 1 1 1 2024      1   168    264.77 sec
129 : ... 3 3 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 3 3 2 2 1 1 1 1 1 4 2027      4   168    265.66 sec
130 : ... 3 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 3 3 2 2 1 1 1 1 1 2 1 2026      0   168    266.53 sec
131 : ... 3 1 1 3 4 2 2 2 1 2 1 1 1 1 1 3 3 2 2 1 1 1 1 1 2 1 1 2025      0   168    267.41 sec
132 : ... 1 1 3 4 2 2 2 1 2 1 1 1 1 1 3 3 2 2 1 1 1 1 1 2 1 1 1 2024      0   168    268.28 sec
133 : ... 1 3 4 2 2 2 1 2 1 1 1 1 1 3 3 2 7 2 1 1 1 1 5 3 4 3 2 2035     19   168    269.18 sec
134 : ... 3 4 2 2 2 1 2 1 1 1 1 1 3 3 2 4 2 2 2 2 1 3 2 1 1 1 4 2030      4   168    270.07 sec
135 : ... 4 2 2 2 1 2 1 1 1 1 1 3 3 2 4 2 2 2 2 1 3 2 1 1 1 2 1 2029      0   168    270.96 sec
136 : ... 2 2 2 1 2 1 1 1 1 1 3 3 2 4 2 2 2 2 1 3 2 1 1 1 2 1 1 2028      0   168    271.83 sec
137 : ... 2 2 1 2 1 1 1 1 1 3 3 2 4 2 2 2 2 1 3 2 1 1 1 2 1 1 1 2026      0   168    272.72 sec
138 : ... 2 1 2 1 1 1 1 1 3 3 3 5 4 2 2 2 1 3 2 2 2 1 4 3 2 1 1 2033     24   168    273.62 sec
139 : ... 1 2 1 1 1 1 1 3 3 3 4 2 2 2 2 1 3 2 1 1 1 1 1 1 1 1 4 2032      4   168    274.50 sec
140 : ... 2 1 1 1 1 1 3 3 3 4 2 2 2 2 1 3 2 1 1 1 1 1 1 1 1 2 1 2031      0   168    275.38 sec
141 : ... 1 1 1 1 1 3 3 3 4 2 2 2 2 1 3 2 1 1 1 1 1 1 1 1 2 1 1 2030      0   168    276.26 sec
142 : ... 1 1 1 1 3 3 3 4 2 2 2 2 1 3 2 1 1 1 1 1 1 1 1 2 1 1 1 2029      0   168    277.13 sec
143 : ... 1 1 1 3 3 3 13 7 6 8 6 2 4 3 2 1 1 1 3 2 2 2 4 3 6 5 4 2069    28   168    278.13 sec
144 : ... 1 1 3 3 3 6 4 4 4 4 4 4 3 2 1 1 1 1 2 1 1 1 1 2 2 2 2 2056      0   168    279.01 sec
145 : ... 1 3 3 3 6 4 4 4 4 4 4 3 2 1 1 1 1 2 1 1 1 1 2 2 2 2 1 2055      0   168    279.89 sec
146 : ... 3 3 3 8 7 7 5 4 5 7 7 5 4 2 2 2 2 2 2 1 1 2 2 2 2 1 1 2069     29   168    280.81 sec
147 : ... 3 3 6 4 3 2 2 1 4 3 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 2036      4   168    281.70 sec
148 : ... 3 6 4 3 2 2 1 4 3 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 1 2035      0   168    282.57 sec
149 : ... 6 4 3 2 2 1 4 3 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 1 1 2034      0   168    283.44 sec
150 : ... 4 3 2 2 1 4 3 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 1 1 1 2032      0   168    284.32 sec
151 : ... 6 3 2 1 4 3 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 5 5 2 2 2082     34   168    285.27 sec
152 : ... 2 2 1 4 3 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 2039      1   168    286.16 sec
153 : ... 2 1 4 3 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 4 2040      4   168    287.03 sec
154 : ... 1 4 3 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 2 1 2039      0   168    287.91 sec
155 : ... 4 3 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 2 1 1 2038      0   168    288.81 sec
156 : ... 3 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 2 1 1 1 2037      0   168    289.68 sec
157 : ... 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 3 1 1 1 1 2095     39   168    290.68 sec
158 : ... 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 1 2 1 1 1 4 2049      4   168    291.57 sec
159 : ... 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 1 2 1 1 1 2 1 2048      0   168    292.45 sec
160 : ... 1 1 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 1 2 1 1 1 2 1 1 2046      0   168    293.32 sec
161 : ... 1 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 1 2 1 1 1 2 1 1 1 2045      0   168    294.20 sec
162 : ... 2 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 2 3 3 2 2 4 3 1 1 1 2083     49   168    295.14 sec
163 : ... 1 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 2 2 1 1 1 1 1 1 2 1 5 2059      4   168    296.04 sec
164 : ... 1 1 1 2 1 1 1 1 1 2 5 1 1 1 1 2 2 1 1 1 1 1 1 2 1 2 2 2057      0   168    296.93 sec
165 : ... 1 1 2 1 1 1 1 1 2 5 1 1 1 1 2 2 1 1 1 1 1 1 2 1 2 2 1 2056      0   168    297.81 sec
166 : ... 1 2 1 1 1 1 1 2 5 1 1 1 1 2 2 1 1 1 1 1 1 2 1 2 2 1 1 2055      0   168    298.69 sec
167 : ... 2 1 1 1 1 1 4 8 2 2 1 1 2 2 1 1 1 1 1 1 2 2 4 3 1 1 1 2098     51   168    299.67 sec
168 : ... 1 1 1 1 1 3 8 2 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 5 2070      4   168    300.54 sec
169 : ... 1 1 1 1 3 8 2 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2068      0   168    301.44 sec
170 : ... 1 1 1 3 8 2 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 2067      0   168    302.31 sec
171 : ... 1 1 3 8 2 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2066      0   168    303.19 sec
172 : ... 1 3 8 2 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 4 3 3 5 4 5 4 4 2103     58   168    304.17 sec
173 : ... 3 8 2 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 3 2 2101      0   168    305.07 sec
174 : ... 8 2 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 3 3 3 2111     56   168    305.98 sec
175 : ... 2 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 4 2084      4   168    306.87 sec
176 : ... 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 2083      0   168    307.74 sec
177 : ... 1 1 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 2081      0   168    308.62 sec
178 : ... 1 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 2080      0   168    309.49 sec
179 : ... 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 2 2 2 4 3 1 1 1 2114     64   168    310.49 sec
180 : ... 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 4 2094      4   168    311.37 sec
181 : ... 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 2093      0   168    312.24 sec
182 : ... 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2092      0   168    313.14 sec
183 : ... 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2091      0   168    314.02 sec
184 : ... 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 3 3 3 7 4 4 3 2 2124     70   168    314.97 sec
185 : ... 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 5 2109      4   168    315.87 sec
186 : ... 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 2 2 2106      0   168    316.75 sec
187 : ... 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 2 2 1 2105      0   168    317.64 sec
188 : ... 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 2 2 1 1 2104      0   168    318.53 sec
189 : ... 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 4 5 5 3 2 1 1 2124     77   168    319.48 sec
190 : ... 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 3 1 1 1 1 4 2121      4   168    320.37 sec
191 : ... 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 3 1 1 1 1 2 1 2119      0   168    321.26 sec
192 : ... 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 3 1 1 1 1 2 1 1 2118      0   168    322.17 sec
193 : ... 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 3 1 1 1 1 2 1 1 1 2117      0   168    323.05 sec
194 : ... 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 4 1 1 4 3 4 1 1 1 1 2132     81   168    323.97 sec
195 : ... 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 1 3 1 1 2 1 2 1 1 1 0 2131      0   168    324.87 sec
Invariant F[194] : 2131 clauses with 165 flops (out of 196) (cex = 0, ave = 48.51)
Verification of invariant with 2131 clauses was successful.  Time =     0.03 sec
Block =  193  Oblig =250635  Clause =100197  Call =3974999 (sat=68.5%)  Cex =   0  Start =13156
SAT solving =   240.58 sec ( 74.04 %)
  unsat     =    40.20 sec ( 12.37 %)
  sat       =   200.38 sec ( 61.67 %)
Generalize  =   116.25 sec ( 35.78 %)
Push clause =   162.73 sec ( 50.08 %)
Ternary sim =     8.32 sec (  2.56 %)
Containment =     9.13 sec (  2.81 %)
CNF compute =    24.18 sec (  7.44 %)
Refinement  =     0.00 sec (  0.00 %)
TOTAL       =   324.91 sec (100.00 %)
Property proved.  Time =   324.97 sec
301.42user 23.57system 5:25.06elapsed 99%CPU (0avgtext+0avgdata 534624maxresident)k
16inputs+104outputs (0major+131981minor)pagefaults 0swaps
