ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_qflexpress_divfive-p075_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
 22 : ... 74 79 77 80 160 127 398 257 296 205 348 901 1170 218 73 908     9   149      8.91 sec
 23 : ... 77 80 160 127 398 257 295 204 348 896 1160 217 65 293 599       0   149      9.20 sec
 24 : ... 81 160 132 409 270 315 230 378 930 1210 291 137 325 354 657    73   156     10.75 sec
 25 : ... 152 127 399 260 289 188 371 909 936 116 275 117 55 344 483      0   156     11.15 sec
 26 : ... 127 399 260 289 188 371 909 936 116 277 124 58 354 34 532      11   156     11.62 sec
 27 : ... 399 260 289 188 371 909 936 115 275 124 51 121 35 237 461       0   156     11.93 sec
 28 : ... 260 289 189 375 913 939 120 281 133 59 131 81 326 370 1261     36   161     14.82 sec
 29 : ... 288 189 371 909 936 113 278 126 55 123 55 216 151 61 1161       2   161     15.39 sec
 30 : ... 189 371 909 936 113 278 126 55 123 55 216 151 57 578 553        0   161     15.77 sec
 31 : ... 372 911 940 122 282 132 63 145 92 244 182 99 584 340 893       52   165     17.83 sec
 32 : ... 372 911 939 112 268 63 61 180 54 60 228 93 278 157 343 634      0   165     18.32 sec
 33 : ... 959 140 290 99 110 221 96 102 278 133 330 223 438 393 1035     56   178     21.53 sec
 34 : ... 117 114 337 264 135 127 205 251 382 204 247 547 418 1390       82   179     25.37 sec
 35 : ... 97 94 323 230 117 87 109 269 250 261 208 140 373 589 906        0   179     26.12 sec
 36 : ... 94 323 230 117 86 108 269 251 264 205 141 379 588 331 756      18   179     27.19 sec
 37 : ... 277 166 134 170 350 321 366 324 273 505 373 535 967 1861       75   186     35.75 sec
 38 : ... 435 132 89 113 302 272 257 202 171 196 540 141 786 575 1336     2   186     37.10 sec
 39 : ... 127 89 111 302 272 256 200 171 195 540 139 786 539 408 925      0   186     37.96 sec
 40 : ... 89 114 309 285 276 229 192 213 564 164 832 606 508 306 1155    40   188     40.98 sec
 41 : ... 294 274 260 203 177 200 519 154 804 296 476 246 209 1000        0   188     42.06 sec
 42 : ... 295 274 260 203 177 202 521 156 805 304 483 259 217 219 895    32   189     43.36 sec
 43 : ... 275 258 201 177 198 521 157 798 301 482 254 214 195 87 834      0   189     44.26 sec
 44 : ... 227 208 233 559 199 849 365 581 367 344 332 224 380 1291      119   230     49.71 sec
 45 : ... 147 201 439 220 764 272 419 364 159 301 243 269 419 1653       53   230     53.84 sec
 46 : ... 168 417 182 746 194 363 282 220 248 166 116 199 526 1375        0   230     55.07 sec
 47 : ... 430 195 761 211 387 317 266 286 199 158 229 551 402 1494       57   230     58.46 sec
 48 : ... 417 178 682 193 366 283 199 235 165 137 156 311 77 381 1442     0   230     59.81 sec
 49 : ... 198 709 220 393 314 223 265 184 167 183 352 112 418 92 1928    71   231     64.64 sec
 50 : ... 292 448 314 129 298 175 117 146 212 234 329 126 291 1655        0   231     66.49 sec
 51 : ... 468 346 146 322 192 128 163 225 249 361 148 303 185 1775       85   231     69.67 sec
 52 : ... 461 159 227 50 178 365 106 33 175 29 79 218 8 6 44 24 2398      0   231     71.49 sec
 53 : ... 159 227 50 178 365 106 33 175 29 79 218 8 6 44 23 25 2370       0   231     72.27 sec
 54 : ... 227 50 178 365 106 33 175 29 79 218 8 6 44 23 25 32 2335        0   231     73.05 sec
 55 : ... 227 50 178 365 106 33 175 29 79 218 8 6 44 23 25 32 53 2278     0   231     73.73 sec
 56 : ... 50 178 365 106 33 175 29 79 218 8 6 44 23 25 32 53 40 2232      0   231     74.44 sec
 57 : ... 178 365 106 33 175 29 79 218 8 6 44 23 25 32 53 40 155 2071     0   231     75.14 sec
 58 : ... 365 106 33 175 29 80 218 8 6 44 24 28 32 60 54 175 84 2218     28   231     76.52 sec
 59 : ... 106 33 175 29 80 218 8 6 35 28 25 35 21 25 33 150 49 2359       6   231     77.59 sec
 60 : ... 106 33 175 29 80 218 8 6 35 28 25 35 21 25 22 15 50 29 2262     0   231     78.31 sec
 61 : ... 33 175 29 80 218 8 6 35 28 25 35 21 25 22 15 50 29 198 2063     0   231     79.05 sec
 62 : ... 176 29 81 218 8 6 35 28 26 41 28 30 34 21 53 33 215 78 2156    59   231     80.31 sec
 63 : ... 25 78 219 8 8 28 28 13 15 27 26 34 22 53 28 11 9 17 2410        0   231     81.20 sec
 64 : ... 78 219 8 8 28 28 13 15 27 26 34 22 53 28 11 9 17 198 2210       0   231     81.95 sec
 65 : ... 219 8 8 28 31 16 17 29 32 44 37 62 44 32 31 36 218 21 2623     37   231     84.07 sec
 66 : ... 219 8 8 28 13 10 9 21 11 18 22 21 13 5 5 7 12 11 120 2569       0   231     84.91 sec
 67 : ... 8 8 28 13 10 9 21 11 18 22 21 13 5 5 6 11 11 118 89 2523        2   231     85.74 sec
 68 : ... 8 8 28 13 10 9 21 11 18 22 21 13 5 5 6 11 11 118 88 74 2497     2   231     86.59 sec
 69 : ... 28 13 10 9 21 11 18 22 21 13 5 5 6 11 11 118 88 73 76 2418      0   231     87.37 sec
 70 : ... 13 10 9 21 11 18 22 21 13 5 5 6 11 11 118 88 73 76 190 2226     0   231     88.10 sec
slurmstepd-thanos9: error: *** JOB 68603 ON thanos9 CANCELLED AT 2022-11-30T20:44:23 DUE TO TIME LIMIT ***
