ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p161_zero_then_fold2.aig ; pdr -v".

ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p161_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
 48 : ... 93 66 47 44 45 37 32 15 11 6 6 7 6 6 2 4 2 2 2 2 1 1 4 743      3   116     15.47 sec
 48 : ... 93 66 47 44 45 37 32 15 11 6 6 7 6 6 2 4 2 2 2 2 1 1 4 743      3   116     15.49 sec
 49 : ... 66 47 44 45 37 32 15 11 6 6 7 6 6 2 4 2 2 2 2 1 1 3 3 740       0   116     15.67 sec
 49 : ... 66 47 44 45 37 32 15 11 6 6 7 6 6 2 4 2 2 2 2 1 1 3 3 740       0   116     15.68 sec
 50 : ... 44 47 40 34 16 11 6 6 8 7 7 6 6 5 6 12 12 14 18 17 16 6 766    49   116     15.94 sec
 50 : ... 44 47 40 34 16 11 6 6 8 7 7 6 6 5 6 12 12 14 18 17 16 6 766    49   116     15.96 sec
 51 : ... 47 44 41 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 756      0   116     16.15 sec
 51 : ... 47 44 41 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 756      0   116     16.16 sec
 52 : ... 44 41 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 1 755       0   116     16.34 sec
 52 : ... 44 41 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 1 755       0   116     16.36 sec
 53 : ... 44 41 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 1 1 754     0   116     16.54 sec
 53 : ... 44 41 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 1 1 754     0   116     16.55 sec
 54 : ... 41 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 1 1 5 760      5   116     16.74 sec
 54 : ... 41 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 1 1 5 760      5   116     16.75 sec
 55 : ... 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 1 1 3 3 757       0   116     16.94 sec
 55 : ... 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 1 1 3 3 757       0   116     16.95 sec
 56 : ... 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 1 1 3 3 1 756     0   116     17.14 sec
 56 : ... 41 30 18 13 8 5 3 1 1 3 1 1 1 4 3 3 4 4 2 1 2 1 1 3 3 1 756     0   116     17.15 sec
 57 : ... 14 8 6 5 1 1 5 3 1 1 6 8 8 11 13 9 9 9 7 13 11 12 10 15 806    50   116     17.46 sec
 57 : ... 14 8 6 5 1 1 5 3 1 1 6 8 8 11 13 9 9 9 7 13 11 12 10 15 806    50   116     17.47 sec
 58 : ... 24 10 8 8 6 5 1 1 5 1 1 1 4 3 2 1 1 1 1 2 2 3 4 4 3 7 9 785     3   116     17.65 sec
 58 : ... 24 10 8 8 6 5 1 1 5 1 1 1 4 3 2 1 1 1 1 2 2 3 4 4 3 7 9 785     3   116     17.67 sec
 59 : ... 10 8 8 6 5 1 1 5 1 1 1 4 3 2 1 1 1 1 2 2 3 4 4 3 4 6 5 778      0   116     17.85 sec
 59 : ... 10 8 8 6 5 1 1 5 1 1 1 4 3 2 1 1 1 1 2 2 3 4 4 3 4 6 5 778      0   116     17.87 sec
 60 : ... 16 17 7 4 4 5 4 4 2 2 2 2 7 17 24 18 17 12 13 14 15 9 869      59   116     18.31 sec
 60 : ... 16 17 7 4 4 5 4 4 2 2 2 2 7 17 24 18 17 12 13 14 15 9 869      59   116     18.33 sec
 61 : ... 8 4 10 10 13 7 5 4 5 4 3 3 1 1 1 1 3 6 1 1 2 3 3 4 1 1 844      0   116     18.54 sec
 61 : ... 8 4 10 10 13 7 5 4 5 4 3 3 1 1 1 1 3 6 1 1 2 3 3 4 1 1 844      0   116     18.55 sec
 62 : ... 31 15 13 10 10 6 5 3 3 2 1 1 3 6 1 1 4 8 9 11 9 12 14 927      53   121     18.94 sec
 62 : ... 31 15 13 10 10 6 5 3 3 2 1 1 3 6 1 1 4 8 9 11 9 12 14 927      53   121     18.95 sec
 63 : ... 8 4 9 8 6 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 892     0   121     19.15 sec
 63 : ... 8 4 9 8 6 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 892     0   121     19.17 sec
 64 : ... 4 9 8 6 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 5 887     0   121     19.36 sec
 64 : ... 4 9 8 6 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 5 887     0   121     19.37 sec
 65 : ... 9 8 6 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 5 1 886     0   121     19.56 sec
 65 : ... 9 8 6 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 5 1 886     0   121     19.58 sec
 66 : ... 8 6 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 5 1 4 889     3   121     19.77 sec
 66 : ... 8 6 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 5 1 4 889     3   121     19.78 sec
 67 : ... 6 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 5 1 3 3 886     0   121     19.97 sec
 67 : ... 6 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 5 1 3 3 886     0   121     19.99 sec
 68 : ... 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 5 1 4 5 4 891     6   121     20.19 sec
 68 : ... 4 7 5 4 2 2 3 3 2 1 1 3 6 1 1 2 3 1 1 2 2 2 6 5 1 4 5 4 891     6   121     20.20 sec
 69 : ... 15 10 15 11 9 6 4 4 3 7 15 18 14 13 14 16 16 16 11 17 1080     61   121     20.79 sec
 69 : ... 15 10 15 11 9 6 4 4 3 7 15 18 14 13 14 16 16 16 11 17 1080     61   121     20.80 sec
 70 : ... 2 2 2 4 1 1 2 4 4 2 2 3 1 1 1 1 1 1 2 2 2 1 1 1 5 15 12 975     0   121     21.02 sec
 70 : ... 2 2 2 4 1 1 2 4 4 2 2 3 1 1 1 1 1 1 2 2 2 1 1 1 5 15 12 975     0   121     21.04 sec
 71 : ... 2 2 4 1 1 2 4 4 2 2 3 1 1 1 1 1 1 2 2 2 1 1 1 5 15 11 2 972     0   121     21.23 sec
 71 : ... 2 2 4 1 1 2 4 4 2 2 3 1 1 1 1 1 1 2 2 2 1 1 1 5 15 11 2 972     0   121     21.25 sec
 72 : ... 4 1 1 2 4 4 2 5 6 4 2 2 2 2 2 3 2 2 1 5 3 11 21 17 9 7 1024    63   121     21.53 sec
 72 : ... 4 1 1 2 4 4 2 5 6 4 2 2 2 2 2 3 2 2 1 5 3 11 21 17 9 7 1024    63   121     21.55 sec
 73 : ... 4 1 1 2 4 4 2 2 5 4 3 4 4 3 1 1 3 3 1 3 1 1 1 8 6 3 9 1040     35   121     21.80 sec
 73 : ... 4 1 1 2 4 4 2 2 5 4 3 4 4 3 1 1 3 3 1 3 1 1 1 8 6 3 9 1040     35   121     21.82 sec
 74 : ... 1 1 2 4 4 2 2 3 3 3 2 1 1 1 1 1 2 2 1 1 1 1 7 5 1 1 4 1013      0   121     22.02 sec
 74 : ... 1 1 2 4 4 2 2 3 3 3 2 1 1 1 1 1 2 2 1 1 1 1 7 5 1 1 4 1013      0   121     22.04 sec
 75 : ... 1 2 4 4 2 2 3 3 3 2 1 1 1 1 1 2 2 1 1 1 1 7 5 1 1 4 3 1015      3   121     22.24 sec
 75 : ... 1 2 4 4 2 2 3 3 3 2 1 1 1 1 1 2 2 1 1 1 1 7 5 1 1 4 3 1015      3   121     22.25 sec
 76 : ... 2 4 4 2 2 3 3 3 2 1 1 1 1 1 2 2 1 1 1 1 7 5 1 1 5 5 4 1017      5   121     22.46 sec
 76 : ... 2 4 4 2 2 3 3 3 2 1 1 1 1 1 2 2 1 1 1 1 7 5 1 1 5 5 4 1017      5   121     22.48 sec
 77 : ... 4 4 2 2 4 4 5 2 6 5 1 1 6 5 2 1 3 2 2 8 7 3 2 4 5 3 2 1174     26   121     22.91 sec
 77 : ... 4 4 2 2 4 4 5 2 6 5 1 1 6 5 2 1 3 2 2 8 7 3 2 4 5 3 2 1174     26   121     22.93 sec
 78 : ... 11 30 45 32 25 18 8 9 9 10 5 5 6 10 9 5 8 13 15 18 22 1481     41   121     24.01 sec
 78 : ... 11 30 45 32 25 18 8 9 9 10 5 5 6 10 9 5 8 13 15 18 22 1481     41   121     24.03 sec
 79 : ... 23 28 17 29 21 6 7 13 7 5 2 5 2 1 1 10 12 13 13 30 23 1611     40   121     24.62 sec
 79 : ... 23 28 17 29 21 6 7 13 7 5 2 5 2 1 1 10 12 13 13 30 23 1611     40   121     24.63 sec
 80 : ... 3 2 1 1 4 4 2 1 7 4 1 1 5 4 3 1 3 2 1 1 2 2 1 1 17 9 2 1396     0   121     24.88 sec
 80 : ... 3 2 1 1 4 4 2 1 7 4 1 1 5 4 3 1 3 2 1 1 2 2 1 1 17 9 2 1396     0   121     24.90 sec
slurmstepd-thanos1: error: *** STEP 62507.0 ON thanos1 CANCELLED AT 2022-11-30T18:18:53 DUE TO TIME LIMIT ***
