ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p032_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
 51 : ... 13 10 6 4 13 13 4 8 18 14 6 4 1 1 1 1 1 1 2 3 3 3 2 3 2 569     0   100      8.59 sec
 52 : ... 9 15 51 82 141 154 123 103 101 102 110 103 110 113 115 817    130   100      9.69 sec
 53 : ... 10 6 4 13 13 4 7 5 6 7 3 1 1 1 1 7 13 1 1 2 1 1 2 1 1 4 568    13   100      9.72 sec
 54 : ... 6 4 13 13 4 7 5 6 7 3 1 1 1 1 7 9 1 1 1 1 1 1 1 1 1 1 569       0   100      9.75 sec
 55 : ... 6 4 13 13 4 7 5 6 7 3 1 1 1 1 7 9 1 1 1 1 1 1 1 1 1 1 1 568     0   100      9.77 sec
 56 : ... 13 4 7 5 6 7 3 1 1 1 1 7 9 1 7 12 17 15 6 9 6 5 7 7 6 597      22   100      9.86 sec
 57 : ... 13 4 7 5 6 7 3 1 1 1 1 1 2 1 2 6 10 1 1 1 1 1 1 3 1 4 595      13   100      9.89 sec
 58 : ... 13 4 7 5 6 7 3 1 1 1 1 1 2 1 2 6 10 1 1 1 1 1 1 1 1 1 1 594     1   100      9.92 sec
 59 : ... 7 5 6 7 3 1 1 1 1 1 2 1 2 7 11 2 7 10 13 4 5 2 2 1 1 4 616     22   100      9.97 sec
 60 : ... 4 7 5 6 7 3 1 1 1 1 1 2 1 1 1 1 1 3 6 8 2 1 1 1 1 1 1 1 601     0   100     10.00 sec
 61 : ... 7 5 6 7 3 1 1 1 1 1 2 1 1 1 1 1 3 6 8 2 1 1 1 1 1 1 1 1 600     0   100     10.03 sec
 62 : ... 5 6 7 3 1 1 1 1 1 2 1 1 1 1 1 4 6 9 5 4 3 3 3 3 3 3 3 3 651    17   100     10.10 sec
 63 : ... 6 7 3 1 1 1 1 1 2 1 1 1 1 1 2 6 6 2 1 1 1 1 1 1 1 1 1 1 593     0   100     10.12 sec
 64 : ... 7 3 1 1 1 1 1 2 1 1 1 1 1 2 6 6 2 1 1 1 1 1 1 1 1 1 1 1 593     1   100     10.14 sec
 65 : ... 3 1 1 1 1 1 2 1 1 1 1 1 2 6 6 2 1 1 1 1 1 1 1 1 1 1 1 4 596    13   100     10.17 sec
 66 : ... 1 1 1 1 1 2 1 1 1 1 1 2 6 6 2 1 1 1 1 1 1 1 1 1 1 1 1 1 597     0   100     10.19 sec
 67 : ... 1 1 1 1 2 1 1 1 1 1 2 6 6 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 596     0   100     10.22 sec
 68 : ... 1 1 1 2 1 1 1 1 1 2 7 8 3 8 9 6 8 9 5 5 1 1 1 1 1 1 1 1 634    26   100     10.29 sec
 69 : ... 1 1 2 1 1 1 1 1 1 1 1 1 2 6 5 1 1 1 1 1 1 1 1 1 1 1 1 4 610    13   100     10.32 sec
 70 : ... 1 2 1 1 1 1 1 1 1 1 1 2 6 5 1 1 1 1 1 1 1 1 1 1 1 1 2 1 610     0   100     10.34 sec
 71 : ... 1 1 1 1 1 1 1 1 2 7 5 1 28 33 19 9 12 5 3 2 3 4 2 3 4 1 700    41   100     10.51 sec
 72 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 9 12 2 4 6 9 14 8 5 3 2 1 1 4 654    34   100     10.58 sec
 73 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 5 2 1 2 1 2 1 1 1 1 1 1 1 1 1 632     1   100     10.61 sec
 74 : ... 1 1 1 1 1 1 1 1 1 1 1 1 5 2 1 2 1 2 1 1 1 1 1 1 1 1 3 5 634     8   100     10.64 sec
 75 : ... 1 1 1 1 1 1 1 1 1 1 1 5 2 1 2 1 2 1 1 1 1 1 1 1 1 2 2 2 633     0   100     10.66 sec
 76 : ... 1 1 1 1 1 1 1 1 1 1 5 2 1 2 1 2 1 1 1 1 1 1 1 1 2 2 2 2 632     1   100     10.69 sec
 77 : ... 1 1 1 1 5 3 1 3 2 3 1 16 26 32 24 39 21 26 29 23 7 2 8 1062    90   112     11.65 sec
 78 : ... 1 1 1 1 1 1 1 1 5 2 1 1 2 1 1 1 2 2 1 3 1 1 1 2 2 2 2 1 774     0   112     11.71 sec
 79 : ... 1 1 1 1 1 1 1 5 2 1 1 1 1 1 1 1 2 1 3 1 1 1 3 2 2 6 2 1 775    13   112     11.75 sec
 80 : ... 1 1 1 1 5 3 1 1 1 1 1 1 1 2 1 3 2 1 1 10 14 10 6 2 1 5 826     50   112     11.89 sec
 81 : ... 1 1 1 1 1 5 3 1 1 1 1 1 1 1 2 1 3 2 1 1 4 5 5 1 1 1 2 1 801     1   112     11.93 sec
 82 : ... 1 5 3 1 1 2 2 1 1 2 2 2 3 2 1 1 5 10 10 5 14 24 18 6 6 890     52   112     12.13 sec
 83 : ... 2 1 1 5 3 1 1 2 2 1 1 2 2 2 3 2 1 1 1 1 2 1 6 2 4 1 1 1 840     1   112     12.17 sec
 84 : ... 1 1 5 3 1 1 2 2 1 1 2 2 2 3 2 1 1 1 1 2 1 6 2 4 1 3 4 6 842    13   112     12.21 sec
 85 : ... 1 5 3 1 1 2 2 1 1 2 2 2 3 2 1 1 1 1 2 1 6 2 4 1 3 2 2 2 842     0   112     12.24 sec
 86 : ... 5 3 1 1 2 2 1 1 2 2 2 3 2 1 1 1 1 2 1 6 2 4 1 3 2 2 2 2 841     1   112     12.27 sec
 87 : ... 1 1 2 2 1 1 3 3 2 3 2 1 1 1 1 2 1 6 2 4 1 7 7 11 8 7 10 887    56   112     12.39 sec
 88 : ... 1 1 2 2 1 1 3 3 2 3 2 1 1 1 1 2 1 6 2 4 1 2 2 2 1 3 2 2 863     0   112     12.42 sec
 89 : ... 1 2 2 1 1 3 3 2 3 2 1 1 1 1 2 1 6 2 4 1 2 2 2 1 3 2 2 1 862     0   112     12.46 sec
 90 : ... 2 2 1 1 3 3 2 3 2 1 1 1 1 2 1 6 2 4 1 2 2 2 1 3 2 3 3 1 866    14   112     12.49 sec
 91 : ... 2 1 1 3 3 2 3 2 1 1 1 1 2 1 6 2 2 1 2 2 2 1 2 1 1 1 1 1 858     2   112     12.52 sec
 92 : ... 1 3 3 2 3 2 1 1 1 1 2 1 6 2 2 1 2 2 2 1 8 7 8 12 2 3 5 903     66   112     12.64 sec
 93 : ... 1 2 3 2 3 2 1 1 1 1 2 1 6 2 2 1 2 2 1 1 2 1 2 1 1 2 1 1 884     0   112     12.68 sec
 94 : ... 2 3 2 3 2 1 1 1 1 2 1 6 2 2 1 2 2 1 1 2 1 2 1 1 2 1 1 1 883     0   112     12.71 sec
 95 : ... 3 2 3 2 1 1 1 1 2 1 6 2 2 1 2 2 1 1 2 1 2 1 1 2 1 1 1 1 883     1   112     12.74 sec
 96 : ... 1 1 1 1 2 1 6 2 2 1 2 2 1 1 2 1 2 1 8 11 21 19 18 12 17 955    69   112     12.94 sec
 97 : ... 2 1 1 1 1 2 1 6 2 2 1 2 2 1 1 2 1 1 1 6 5 10 3 3 2 2 2 954      0   112     12.98 sec
 98 : ... 1 1 1 1 2 1 6 2 2 1 2 2 1 1 2 1 1 1 4 4 10 3 3 2 2 2 1 954      1   112     13.02 sec
 99 : ... 1 1 1 2 1 6 2 2 1 2 2 1 1 2 1 1 1 5 5 12 3 4 2 3 4 5 5 984     66   112     13.12 sec
100 : ... 1 1 1 2 1 6 2 2 1 2 2 1 1 2 1 1 1 3 1 2 1 3 2 2 2 2 2 2 934     0   112     13.15 sec
101 : ... 1 1 2 1 6 2 2 1 2 2 1 1 2 1 1 1 3 1 2 1 3 2 2 2 2 2 2 2 933     1   112     13.19 sec
102 : ... 1 6 3 3 1 2 2 1 1 2 1 1 1 3 1 2 1 9 11 14 4 6 6 6 5 10 1031    73   112     13.46 sec
103 : ... 2 1 5 2 2 1 2 2 1 1 2 1 1 1 3 1 2 1 2 4 4 1 3 2 2 2 2 2 973     1   112     13.50 sec
104 : ... 3 1 2 3 2 1 2 1 1 1 3 1 2 1 2 1 3 1 7 5 15 16 15 14 15 1049    94   112     13.71 sec
105 : ... 3 3 1 2 3 2 1 2 1 1 1 3 1 2 1 2 1 2 1 4 4 12 1 2 3 3 3 1028    13   112     13.76 sec
106 : ... 3 1 2 3 2 1 2 1 1 1 3 1 2 1 1 1 2 1 3 3 12 1 1 2 2 2 2 1012     1   112     13.80 sec
107 : ... 1 2 1 1 1 3 1 2 1 1 1 2 1 8 15 30 18 20 26 18 10 7 12 1109     65   112     14.05 sec
108 : ... 1 3 2 1 2 1 1 1 3 1 2 1 1 1 2 1 4 5 16 1 1 1 1 1 1 1 1 1014     0   112     14.10 sec
109 : ... 3 2 1 2 1 1 1 3 1 2 1 1 1 2 1 4 5 10 1 1 1 1 1 1 1 1 1 1014     1   112     14.14 sec
110 : ... 2 1 2 1 1 1 3 1 2 1 1 1 2 1 4 5 7 1 1 1 1 1 1 1 1 1 1 1015      2   112     14.17 sec
111 : ... 1 1 1 3 1 2 1 1 1 2 1 4 6 8 1 13 18 19 16 10 6 1 1 3 5 1119    85   112     14.45 sec
112 : ... 2 1 1 1 3 1 2 1 1 1 2 1 1 1 2 1 5 7 10 7 1 1 1 1 1 1 1 1014     0   112     14.50 sec
113 : ... 1 1 1 3 1 2 1 1 1 2 1 1 1 2 1 5 6 8 7 1 1 1 1 1 1 1 1 1013      1   112     14.54 sec
114 : ... 3 2 2 1 1 1 2 1 1 1 2 1 8 6 8 7 22 54 43 7 11 7 6 6 7 1127    119   112     14.92 sec
115 : ... 1 3 1 2 1 1 1 2 1 1 1 2 1 4 2 1 1 4 5 3 6 9 7 3 3 2 2 1055      1   112     14.96 sec
116 : ... 1 2 1 1 1 2 1 1 1 2 1 1 2 1 1 4 5 3 7 18 18 15 8 3 4 6 1134    80   112     15.20 sec
117 : ... 1 2 1 1 1 2 1 1 1 2 1 1 2 1 1 4 5 2 1 4 9 7 1 4 5 2 5 1091      9   112     15.26 sec
118 : ... 2 1 1 1 2 1 1 1 2 1 1 2 1 1 4 5 2 1 3 8 7 1 2 4 2 2 3 1090      2   112     15.30 sec
119 : ... 1 2 1 1 1 2 1 1 2 1 1 4 5 2 1 3 8 8 2 16 22 18 10 8 7 1166     84   112     15.50 sec
120 : ... 1 1 2 1 1 1 2 1 1 2 1 1 4 5 2 1 2 1 1 1 3 4 2 4 3 2 1 1105      1   112     15.55 sec
121 : ... 1 1 2 2 1 1 2 1 1 5 6 2 1 2 1 1 1 5 5 2 6 11 51 79 56 1205     87   112     15.85 sec
122 : ... 1 2 2 1 1 2 1 1 4 5 2 1 2 1 1 1 1 3 2 1 6 26 16 13 12 1179      1   112     15.91 sec
123 : ... 2 2 1 1 2 1 1 4 5 2 1 2 1 1 1 1 3 2 1 4 25 15 12 12 4 1168      2   112     15.95 sec
124 : ... 2 1 1 2 1 1 4 5 2 1 2 1 1 1 1 3 2 1 4 25 15 12 12 7 12 1163     8   112     16.00 sec
125 : ... 1 1 2 1 1 4 5 2 1 2 1 1 1 1 3 2 1 4 25 15 12 12 6 9 3 1163      0   112     16.04 sec
126 : ... 1 2 1 1 4 5 2 1 2 1 1 1 1 3 2 1 4 25 15 12 12 6 9 3 2 1161      0   112     16.09 sec
127 : ... 2 1 1 4 5 2 1 2 1 1 1 1 3 2 1 8 33 27 15 17 8 11 6 3 5 1230    75   112     16.31 sec
128 : ... 2 1 1 4 5 2 1 2 1 1 1 1 3 1 1 4 10 12 1 4 5 5 6 3 3 6 1196     15   112     16.37 sec
129 : ... 1 1 4 5 2 1 2 1 1 1 1 3 1 1 5 11 21 5 7 4 5 5 3 3 4 7 1270     73   112     16.60 sec
130 : ... 2 1 2 1 1 1 1 3 1 1 1 1 3 9 17 52 77 94 85 56 43 15 6 1309    134   112     17.28 sec
131 : ... 4 5 2 1 2 1 1 1 1 3 1 1 1 1 2 1 2 2 2 1 6 12 14 8 7 7 1246     97   112     17.52 sec
132 : ... 4 5 2 1 2 1 1 1 1 3 1 1 1 1 2 1 2 1 2 1 1 3 3 1 1 2 2 1197      1   112     17.57 sec
133 : ... 1 2 1 1 1 1 3 1 1 1 1 2 1 2 1 2 1 1 1 3 1 12 10 14 11 1300    123   126     17.85 sec
134 : ... 2 1 2 1 1 1 1 3 1 1 1 1 2 1 2 1 2 1 1 1 2 1 6 6 7 1 1 1256      1   126     17.91 sec
135 : ... 1 2 1 1 1 1 3 1 1 1 1 2 1 2 1 2 1 1 1 2 1 3 5 7 1 3 5 1258      9   126     17.96 sec
136 : ... 2 1 1 1 1 3 1 1 1 1 2 1 2 1 2 1 1 1 2 1 3 5 7 1 2 1 1 1255      0   126     18.01 sec
137 : ... 1 1 1 1 3 1 1 1 1 2 1 2 1 2 1 1 1 2 1 3 5 7 1 2 1 1 1 1255      1   126     18.05 sec
138 : ... 1 1 1 3 1 1 1 1 2 1 2 1 2 1 1 1 2 1 4 7 14 4 5 5 3 4 5 1295    76   126     18.18 sec
139 : ... 1 1 3 1 1 1 1 2 1 2 1 2 1 1 1 2 1 2 5 7 1 1 1 1 1 1 1 1244      1   126     18.23 sec
140 : ... 1 1 1 2 1 2 1 2 2 2 2 2 1 4 9 12 4 18 39 38 27 15 14 8 1410   132   128     18.88 sec
141 : ... 1 1 1 1 2 1 2 1 2 2 2 1 2 1 1 1 3 1 17 28 25 3 3 3 2 2 1396     0   128     18.95 sec
142 : ... 1 1 1 2 1 2 1 2 2 2 1 2 1 1 1 3 1 15 25 18 3 3 3 2 2 2 1390     1   128     19.01 sec
143 : ... 2 3 3 1 2 1 2 2 2 1 2 1 1 1 3 1 18 30 26 8 4 3 2 2 5 7 1484   125   128     19.32 sec
144 : ... 1 2 1 2 1 2 2 2 1 2 1 1 1 2 1 12 25 17 2 2 3 2 2 2 1 1 1318     0   128     19.38 sec
145 : ... 2 1 2 1 2 2 2 1 2 1 1 1 2 1 12 25 17 2 2 3 2 2 2 1 1 1 1316     0   128     19.44 sec
146 : ... 1 2 1 2 2 2 1 2 1 1 1 2 1 13 28 29 8 9 8 2 2 2 1 1 1 4 1387    77   128     19.62 sec
147 : ... 2 1 2 2 2 1 2 1 1 1 2 1 7 16 13 2 3 2 1 1 1 0 0 0 0 0 1285      0   128     19.67 sec
Invariant F[142] : 1285 clauses with 118 flops (out of 195) (cex = 0, ave = 46.55)
Verification of invariant with 1285 clauses was successful.  Time =     0.01 sec
Block =  192  Oblig = 42676  Clause = 17992  Call =522768 (sat=44.6%)  Cex =   0  Start =1669
SAT solving =    13.85 sec ( 70.34 %)
  unsat     =     4.26 sec ( 21.62 %)
  sat       =     9.59 sec ( 48.71 %)
Generalize  =    10.05 sec ( 51.05 %)
Push clause =     4.43 sec ( 22.48 %)
Ternary sim =     1.45 sec (  7.38 %)
Containment =     0.36 sec (  1.85 %)
CNF compute =     0.99 sec (  5.03 %)
Refinement  =     0.00 sec (  0.00 %)
TOTAL       =    19.69 sec (100.00 %)
Property proved.  Time =    19.73 sec
