ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divfive-p009_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
 49 : ... 550 698 695 588 522 559 601 602 683 754 612 520 440 1215       81   134    100.85 sec
 50 : ... 596 765 588 560 607 665 684 713 826 705 602 523 486 1391       99   134    107.89 sec
 51 : ... 721 557 524 581 628 636 649 757 676 552 475 372 487 1070       88   134    112.88 sec
 52 : ... 566 531 617 654 667 703 850 820 703 701 592 569 496 1283       77   134    120.01 sec
 53 : ... 538 618 684 686 680 826 772 660 618 560 544 503 508 1260       89   134    126.56 sec
 54 : ... 605 667 735 755 867 868 753 727 655 654 615 623 636 1474       54   134    135.69 sec
 55 : ... 635 703 737 823 810 704 664 586 593 576 531 555 523 1387       63   134    141.79 sec
 56 : ... 771 795 871 850 779 739 676 656 641 571 581 552 464 1329      121   134    150.38 sec
 57 : ... 782 869 876 746 755 718 686 728 697 692 750 688 689 1630       48   134    160.78 sec
 58 : ... 862 857 726 760 724 700 709 678 686 704 642 558 542 1623       67   134    169.68 sec
 59 : ... 868 724 743 753 695 708 675 691 711 692 630 590 596 1516       95   134    180.05 sec
 60 : ... 728 751 791 737 746 708 703 717 712 693 661 629 537 1704       99   134    191.72 sec
 61 : ... 667 774 749 804 761 723 731 719 718 657 605 587 579 1949      115   134    204.72 sec
 62 : ... 849 825 896 859 845 866 868 826 794 738 697 700 680 2105      113   134    221.27 sec
 63 : ... 867 895 809 819 898 964 931 911 834 834 793 833 891 2253       98   134    239.54 sec
 64 : ... 939 882 898 938 984 942 950 854 854 842 837 887 873 2332      120   134    258.16 sec
 65 : ... 819 853 895 944 844 878 818 798 807 788 909 950 860 2241      103   134    274.02 sec
 66 : ... 973 976 937 950 870 946 1028 971 1069 1119 1075 979 2426      101   134    297.43 sec
 67 : ... 853 920 818 861 796 853 898 866 960 1019 984 985 817 2599      86   134    313.88 sec
 68 : ... 901 824 828 754 799 805 744 808 894 1007 990 831 684 2512      90   134    329.38 sec
 69 : ... 833 810 759 829 871 840 921 996 1076 1127 965 801 713 2500    100   134    346.71 sec
 70 : ... 806 778 845 870 853 884 973 1073 1122 1002 879 795 718 2570   133   134    366.89 sec
 71 : ... 888 950 971 995 1046 1071 1134 1124 965 830 759 641 2731      151   134    393.07 sec
 72 : ... 893 904 931 1029 1059 1098 1099 992 899 876 857 840 3065      127   134    424.28 sec
 73 : ... 855 849 872 978 994 1093 1073 986 873 798 812 750 713 3088     91   134    445.25 sec
 74 : ... 762 802 903 889 980 1027 927 885 794 775 724 641 598 3018      51   134    458.95 sec
 75 : ... 1042 1145 1173 1074 1091 1006 1017 914 817 785 699 2995       127   134    483.03 sec
 76 : ... 943 989 1024 1004 998 981 868 997 1000 932 871 772 626 3176   125   134    505.45 sec
 77 : ... 1023 1017 1057 997 914 1008 1007 992 927 920 764 745 3319     139   134    533.64 sec
 78 : ... 1049 1051 960 927 1009 982 971 904 889 819 786 741 3521       173   134    568.42 sec
 79 : ... 979 1046 962 971 1055 1025 990 936 883 783 788 683 697 3508   141   134    598.83 sec
slurmstepd-thanos8_1: error: *** JOB 76055 ON thanos8_1 CANCELLED AT 2022-12-27T21:10:57 DUE TO TIME LIMIT ***
