ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p151_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
 45 : ... 280 324 291 216 263 325 313 249 223 188 83 86 71 48 35 827     80   106     22.13 sec
 46 : ... 314 269 188 179 206 241 199 185 126 49 26 13 17 12 35 820       0   106     22.64 sec
 47 : ... 269 188 177 206 241 199 184 126 48 25 13 17 12 35 32 785        0   106     23.05 sec
 48 : ... 393 483 481 433 393 285 204 163 145 138 138 124 115 1304      202   108     27.79 sec
 49 : ... 204 250 284 218 203 146 114 89 84 49 41 33 48 35 70 1423        0   108     28.74 sec
 50 : ... 198 239 279 217 198 144 112 89 83 49 41 33 47 35 69 54 1369     0   108     29.28 sec
 51 : ... 239 276 217 198 144 112 89 83 49 41 33 47 35 69 54 28 1341      0   108     29.80 sec
 52 : ... 203 221 226 201 136 127 119 122 115 168 158 132 111 1665      108   108     32.19 sec
 53 : ... 195 173 144 121 93 92 59 43 42 42 25 51 45 34 23 25 1542        0   108     32.86 sec
 54 : ... 195 173 141 121 93 91 58 42 42 42 25 50 45 34 23 25 13 1529     0   108     33.40 sec
 55 : ... 173 141 121 93 91 58 42 42 42 25 50 45 34 23 25 13 6 1523       0   108     33.92 sec
 56 : ... 173 141 121 93 91 58 42 42 42 25 50 45 34 23 25 13 6 8 1515     0   108     34.44 sec
 57 : ... 121 93 91 58 43 42 42 25 51 45 34 27 30 20 16 13 20 1512       35   108     34.98 sec
 58 : ... 141 121 93 91 58 43 42 42 25 49 46 34 21 23 6 8 9 16 3 1508     0   108     35.51 sec
 59 : ... 93 97 60 44 42 42 25 49 46 34 21 25 8 10 15 26 14 8 1517       44   108     36.07 sec
 60 : ... 121 93 90 59 37 39 42 25 49 46 34 21 21 8 7 8 17 3 2 2 1513     0   108     36.60 sec
 61 : ... 107 126 121 117 101 85 99 138 177 187 144 132 118 130 2211    172   110     41.71 sec
 62 : ... 82 47 53 52 45 32 33 28 20 11 28 49 86 74 34 6 2 5 5 2271       0   110     42.91 sec
 63 : ... 78 46 52 49 44 32 33 28 20 11 28 45 85 73 33 6 2 5 5 2 2265     0   110     43.60 sec
 64 : ... 46 52 49 44 32 33 28 20 11 28 45 85 73 33 6 2 5 5 2 1 2264      0   110     44.24 sec
 65 : ... 52 49 44 32 33 28 20 11 28 45 85 73 33 6 2 5 5 2 1 1 2263       0   110     44.89 sec
 66 : ... 52 49 44 32 33 28 20 11 28 45 85 73 33 6 2 5 5 2 1 1 1 2262     0   110     45.53 sec
 67 : ... 49 45 33 33 28 20 11 28 49 92 80 36 9 3 5 5 2 1 3 7 6 2309     64   110     46.43 sec
 68 : ... 45 33 33 28 20 11 28 45 85 74 34 11 4 6 5 2 1 2 3 2 2 2305      0   110     47.12 sec
 69 : ... 33 33 28 20 11 28 45 85 74 34 11 4 6 5 2 1 2 3 2 2 1 2303       0   110     47.79 sec
 70 : ... 156 125 163 120 133 140 217 221 180 149 316 322 126 43 4394   590   119     62.68 sec
 71 : ... 38 15 19 11 7 7 8 8 4 4 51 7 4 2 8 7 4 2 76 123 21 2 1 2681     0   119     65.11 sec
 72 : ... 15 19 11 7 7 8 8 4 4 37 7 4 2 8 7 4 2 52 94 20 2 1 5 2678       5   119     65.77 sec
 73 : ... 15 19 11 7 7 8 8 4 4 32 7 4 2 8 7 4 2 51 89 20 2 1 2 3 2676     0   119     66.35 sec
 74 : ... 19 11 7 7 8 8 4 4 32 7 4 2 8 7 4 2 51 88 20 2 1 2 3 1 2666      0   119     66.92 sec
 75 : ... 13 10 4 4 36 10 5 2 11 11 5 2 69 109 29 3 14 21 15 4 4 3154    78   122     69.31 sec
 76 : ... 9 8 10 9 4 4 35 9 5 2 6 6 3 2 67 107 23 3 7 12 6 3 1 1 2727     0   122     70.32 sec
 77 : ... 8 10 9 4 4 35 9 5 2 6 6 3 2 54 104 23 3 6 11 6 3 1 1 1 2712     0   122     70.87 sec
slurmstepd-thanos12: error: *** JOB 72640 ON thanos12 CANCELLED AT 2022-12-21T16:22:16 DUE TO TIME LIMIT ***
