ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p094_zero_then_fold2.aig ; pdr -v".

ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p094_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
 34 : ... 91 108 131 185 204 134 89 29 15 15 17 13 10 5 8 9 4 4 6 219     0   105      6.50 sec
 35 : ... 188 210 139 98 39 23 20 23 21 21 20 22 20 15 19 16 19 248      62   110      6.77 sec
 35 : ... 188 210 139 98 39 23 20 23 21 21 20 22 20 15 19 16 19 248      62   110      6.76 sec
 36 : ... 130 188 204 139 97 33 19 18 13 11 11 12 13 9 5 6 10 6 8 249     0   110      6.89 sec
 36 : ... 130 188 204 139 97 33 19 18 13 11 11 12 13 9 5 6 10 6 8 249     0   110      6.88 sec
 37 : ... 188 204 139 97 33 19 18 13 11 11 12 13 9 5 6 10 6 8 10 239      0   110      6.99 sec
 37 : ... 188 204 139 97 33 19 18 13 11 11 12 13 9 5 6 10 6 8 10 239      0   110      6.99 sec
 38 : ... 204 139 97 33 19 18 13 11 11 12 13 9 5 6 10 6 8 10 9 230        0   110      7.09 sec
 38 : ... 204 139 97 33 19 18 13 11 11 12 13 9 5 6 10 6 8 10 9 230        0   110      7.10 sec
 39 : ... 139 97 33 19 18 13 11 11 12 13 9 5 6 10 6 8 12 14 11 231       10   110      7.22 sec
 39 : ... 139 97 33 19 18 13 11 11 12 13 9 5 6 10 6 8 12 14 11 231       10   110      7.21 sec
 40 : ... 204 139 97 33 19 18 13 11 11 12 13 9 5 6 10 6 8 8 4 5 8 229     0   110      7.32 sec
 40 : ... 204 139 97 33 19 18 13 11 11 12 13 9 5 6 10 6 8 8 4 5 8 229     0   110      7.32 sec
 41 : ... 19 18 13 11 11 12 16 14 19 23 36 17 19 24 17 16 18 13 257      39   110      7.56 sec
 41 : ... 19 18 13 11 11 12 16 14 19 23 36 17 19 24 17 16 18 13 257      39   110      7.56 sec
 42 : ... 134 94 32 19 19 14 10 12 16 7 7 5 6 13 7 8 9 7 5 4 5 4 257      0   110      7.68 sec
 42 : ... 134 94 32 19 19 14 10 12 16 7 7 5 6 13 7 8 9 7 5 4 5 4 257      0   110      7.67 sec
 43 : ... 94 32 19 19 14 10 12 16 7 7 5 6 12 7 8 9 7 5 4 5 4 1 256        0   110      7.78 sec
 43 : ... 94 32 19 19 14 10 12 16 7 7 5 6 12 7 8 9 7 5 4 5 4 1 256        0   110      7.78 sec
 44 : ... 94 32 19 19 14 10 12 16 7 7 5 6 12 7 8 9 7 5 4 5 4 1 3 253      0   110      7.89 sec
 44 : ... 94 32 19 19 14 10 12 16 7 7 5 6 12 7 8 9 7 5 4 5 4 1 3 253      0   110      7.88 sec
 45 : ... 32 19 19 14 10 12 16 7 7 5 6 12 7 8 9 7 5 4 5 4 1 3 6 247       0   110      7.99 sec
 45 : ... 32 19 19 14 10 12 16 7 7 5 6 12 7 8 9 7 5 4 5 4 1 3 6 247       0   110      7.99 sec
 46 : ... 14 18 10 10 7 14 19 12 10 11 17 15 12 14 9 7 12 12 10 276      63   118      8.21 sec
 46 : ... 14 18 10 10 7 14 19 12 10 11 17 15 12 14 9 7 12 12 10 276      63   118      8.22 sec
 47 : ... 19 21 15 14 13 18 9 9 3 8 6 3 8 7 7 4 5 5 4 2 4 5 4 2 277       0   118      8.33 sec
 47 : ... 19 21 15 14 13 18 9 9 3 8 6 3 8 7 7 4 5 5 4 2 4 5 4 2 277       0   118      8.33 sec
 48 : ... 19 21 15 14 13 18 9 9 3 8 6 3 8 7 7 4 5 5 4 2 4 5 4 2 3 274     0   118      8.44 sec
 48 : ... 19 21 15 14 13 18 9 9 3 8 6 3 8 7 7 4 5 5 4 2 4 5 4 2 3 274     0   118      8.44 sec
 49 : ... 21 15 14 13 18 9 9 3 8 6 3 8 7 7 4 5 5 4 2 4 5 4 2 3 6 268      0   118      8.55 sec
 49 : ... 21 15 14 13 18 9 9 3 8 6 3 8 7 7 4 5 5 4 2 4 5 4 2 3 6 268      0   118      8.54 sec
 50 : ... 13 19 10 10 3 10 8 4 8 7 12 8 8 11 10 7 8 9 10 7 9 10 7 293    62   119      8.74 sec
 50 : ... 13 19 10 10 3 10 8 4 8 7 12 8 8 11 10 7 8 9 10 7 9 10 7 293    62   119      8.74 sec
 51 : ... 14 13 19 9 9 3 10 6 3 8 7 4 3 4 5 5 6 3 2 1 4 3 2 2 4 299       0   119      8.86 sec
 51 : ... 14 13 19 9 9 3 10 6 3 8 7 4 3 4 5 5 6 3 2 1 4 3 2 2 4 299       0   119      8.86 sec
 52 : ... 14 13 19 9 9 3 10 6 3 8 7 4 3 4 5 5 6 3 2 1 4 3 2 2 4 2 297     0   119      8.97 sec
 52 : ... 14 13 19 9 9 3 10 6 3 8 7 4 3 4 5 5 6 3 2 1 4 3 2 2 4 2 297     0   119      8.97 sec
 53 : ... 13 19 9 9 3 10 6 3 8 7 4 3 4 5 5 6 3 2 1 4 3 2 2 4 2 3 294      0   119      9.08 sec
 53 : ... 13 19 9 9 3 10 6 3 8 7 4 3 4 5 5 6 3 2 1 4 3 2 2 4 2 3 294      0   119      9.08 sec
 54 : ... 19 9 9 3 10 6 3 8 7 4 3 4 5 5 6 3 2 1 4 3 2 2 4 2 3 6 288       0   119      9.18 sec
 54 : ... 19 9 9 3 10 6 3 8 7 4 3 4 5 5 6 3 2 1 4 3 2 2 4 2 3 6 288       0   119      9.18 sec
 55 : ... 30 32 30 41 28 27 34 32 27 24 21 25 18 19 13 10 9 8 9 6 343   109   119      9.75 sec
 55 : ... 30 32 30 41 28 27 34 32 27 24 21 25 18 19 13 10 9 8 9 6 343   109   119      9.75 sec
 56 : ... 10 4 11 7 5 9 8 5 4 7 6 2 3 7 11 7 4 3 7 6 9 8 5 2 3 7 338      0   119      9.89 sec
 56 : ... 10 4 11 7 5 9 8 5 4 7 6 2 3 7 11 7 4 3 7 6 9 8 5 2 3 7 338      0   119      9.89 sec
 57 : ... 162 139 144 133 114 98 89 75 69 73 53 51 46 35 36 25 1403     468   188     21.31 sec
 57 : ... 162 139 144 133 114 98 89 75 69 73 53 51 46 35 36 25 1403     468   188     21.37 sec
 58 : ... 42 33 38 53 64 51 46 47 44 33 40 36 33 29 22 14 11 14 1154      0   188     22.54 sec
 58 : ... 42 33 38 53 64 51 46 47 44 33 40 36 33 29 22 14 11 14 1154      0   188     22.59 sec
 59 : ... 33 38 53 64 51 46 47 44 33 40 36 31 29 22 14 11 14 14 1132      0   188     22.91 sec
 59 : ... 33 38 53 64 51 46 47 44 33 40 36 31 29 22 14 11 14 14 1132      0   188     22.97 sec
 60 : ... 38 55 66 56 51 52 50 39 51 49 49 42 33 26 22 26 22 17 1166     66   188     23.49 sec
 60 : ... 38 55 66 56 51 52 50 39 51 49 49 42 33 26 22 26 22 17 1166     66   188     23.55 sec
 61 : ... 55 65 52 48 48 44 35 44 36 31 31 21 17 13 16 12 11 14 1155      0   188     23.82 sec
 61 : ... 55 65 52 48 48 44 35 44 36 31 31 21 17 13 16 12 11 14 1155      0   188     23.88 sec
 62 : ... 65 52 48 48 44 35 44 36 31 31 21 17 13 16 12 11 14 10 1145      0   188     24.11 sec
 62 : ... 65 52 48 48 44 35 44 36 31 31 21 17 13 16 12 11 14 10 1145      0   188     24.17 sec
 63 : ... 53 48 48 44 37 50 41 33 35 27 21 16 16 13 13 20 15 7 1151      53   188     24.47 sec
 63 : ... 53 48 48 44 37 50 41 33 35 27 21 16 16 13 13 20 15 7 1151      53   188     24.53 sec
 64 : ... 50 46 48 43 32 39 36 30 29 16 11 11 14 14 10 8 6 7 11 1151      0   188     24.77 sec
 64 : ... 50 46 48 43 32 39 36 30 29 16 11 11 14 14 10 8 6 7 11 1151      0   188     24.84 sec
 65 : ... 71 70 49 53 53 47 46 29 23 19 20 22 16 13 17 19 28 27 1292    105   190     26.44 sec
 65 : ... 71 70 49 53 53 47 46 29 23 19 20 22 16 13 17 19 28 27 1292    105   190     26.51 sec
 66 : ... 48 52 48 37 41 43 35 30 18 11 12 16 12 10 9 9 10 9 8 7 1282     0   190     26.93 sec
 66 : ... 48 52 48 37 41 43 35 30 18 11 12 16 12 10 9 9 10 9 8 7 1282     0   190     27.00 sec
 67 : ... 52 48 37 41 43 35 30 18 11 12 16 12 10 9 9 10 9 8 7 11 1269     0   190     27.28 sec
 67 : ... 52 48 37 41 43 35 30 18 11 12 16 12 10 9 9 10 9 8 7 11 1269     0   190     27.35 sec
 68 : ... 48 37 41 43 35 30 18 11 12 16 12 10 9 9 10 9 8 7 11 8 1258      0   190     27.60 sec
 68 : ... 48 37 41 43 35 30 18 11 12 16 12 10 9 9 10 9 8 7 11 8 1258      0   190     27.67 sec
 69 : ... 37 41 43 35 30 18 11 12 16 12 10 9 9 10 9 8 7 11 8 8 1250       0   190     27.93 sec
 69 : ... 37 41 43 35 30 18 11 12 16 12 10 9 9 10 9 8 7 11 8 8 1250       0   190     28.00 sec
 70 : ... 43 35 30 18 11 12 16 12 11 10 9 10 10 10 8 11 11 10 7 1261     20   190     28.27 sec
 70 : ... 43 35 30 18 11 12 16 12 11 10 9 10 10 10 8 11 11 10 7 1261     20   190     28.34 sec
 71 : ... 41 43 35 30 18 11 12 16 11 11 10 9 9 9 8 7 10 3 2 6 8 1259      0   190     28.58 sec
 71 : ... 41 43 35 30 18 11 12 16 11 11 10 9 9 9 8 7 10 3 2 6 8 1259      0   190     28.64 sec
 72 : ... 41 37 24 16 15 20 13 13 14 11 10 9 8 11 14 5 3 7 12 8 1334     94   190     29.44 sec
 72 : ... 41 37 24 16 15 20 13 13 14 11 10 9 8 11 14 5 3 7 12 8 1334     94   190     29.51 sec
 73 : ... 36 33 20 13 13 14 11 14 12 12 9 9 8 9 11 4 4 2 5 4 6 1286       0   190     29.82 sec
 73 : ... 36 33 20 13 13 14 11 14 12 12 9 9 8 9 11 4 4 2 5 4 6 1286       0   190     29.89 sec
 74 : ... 20 13 13 14 11 14 13 11 10 10 10 12 15 4 4 5 8 8 12 9 1310     20   190     30.21 sec
 74 : ... 20 13 13 14 11 14 13 11 10 10 10 12 15 4 4 5 8 8 12 9 1310     20   190     30.28 sec
 75 : ... 33 20 13 13 14 11 14 11 7 10 10 9 8 11 6 4 3 5 2 3 4 5 1309     0   190     30.54 sec
 75 : ... 33 20 13 13 14 11 14 11 7 10 10 9 8 11 6 4 3 5 2 3 4 5 1309     0   190     30.62 sec
 76 : ... 19 18 15 16 13 9 12 14 15 20 19 14 10 8 12 8 9 13 14 8 1980   143   190     38.43 sec
 76 : ... 19 18 15 16 13 9 12 14 15 20 19 14 10 8 12 8 9 13 14 8 1980   143   190     38.51 sec
 77 : ... 25 16 11 10 9 8 7 12 5 5 6 7 6 9 7 5 2 1 1 4 1 1 1 4 1316       0   190     39.23 sec
 77 : ... 25 16 11 10 9 8 7 12 5 5 6 7 6 9 7 5 2 1 1 4 1 1 1 4 1316       0   190     39.31 sec
 78 : ... 25 16 11 10 9 8 7 12 5 5 6 7 6 9 7 5 2 1 1 4 1 1 1 4 6 1302     0   190     39.56 sec
 78 : ... 25 16 11 10 9 8 7 12 5 5 6 7 6 9 7 5 2 1 1 4 1 1 1 4 6 1302     0   190     39.65 sec
slurmstepd-thanos2: error: *** STEP 62388.0 ON thanos2 CANCELLED AT 2022-11-30T18:12:53 DUE TO TIME LIMIT ***
