ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p134_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
 23 : ... 32 40 49 63 33 25 20 26 16 32 35 78 87 100 82 38 23 12 321      0    89      1.40 sec
 24 : ... 73 93 64 56 45 62 48 76 89 179 185 192 165 98 89 70 50 403    139    89      2.06 sec
 25 : ... 83 51 42 36 48 39 41 68 135 143 150 120 63 32 30 29 17 412      0    89      2.16 sec
 26 : ... 51 42 36 48 39 41 65 135 142 150 120 63 32 30 29 17 8 404       0    89      2.23 sec
 27 : ... 43 46 66 57 61 90 157 169 171 187 89 46 40 44 31 24 22 589     37    91      2.74 sec
 28 : ... 47 62 47 47 81 142 153 154 162 64 24 24 24 15 13 14 22 582      4    91      2.85 sec
 29 : ... 62 47 47 81 142 153 154 162 64 24 24 24 15 13 14 16 12 567      0    91      2.93 sec
 30 : ... 47 47 81 142 153 154 162 64 24 24 24 15 13 14 16 12 2 565       0    91      3.02 sec
 31 : ... 1309 1397 1418 1835 1679 1494 1364 1212 1093 829 604 4102     566    99     31.58 sec
 32 : ... 226 217 177 139 130 143 141 120 113 109 84 79 64 71 2307        0    99     32.95 sec
 33 : ... 218 213 171 134 117 137 135 115 112 106 82 78 64 71 36 2244    14    99     33.26 sec
 34 : ... 213 171 134 117 137 135 115 112 106 82 78 64 71 33 18 2197      0    99     33.53 sec
 35 : ... 171 134 117 137 135 115 112 106 82 78 64 71 33 18 15 2175       0    99     33.79 sec
 36 : ... 174 209 207 178 180 169 151 147 150 135 78 60 37 17 2596      105   105     35.45 sec
 37 : ... 133 103 95 117 125 119 111 91 53 42 62 68 35 19 16 5 3 2141     0   105     35.78 sec
 38 : ... 103 95 117 125 119 111 91 53 42 62 68 35 19 16 5 3 2 2134       0   105     36.01 sec
 39 : ... 97 119 129 124 121 97 59 47 71 72 43 25 25 13 23 33 40 2325    30   105     36.57 sec
 40 : ... 102 104 103 106 81 49 38 53 62 26 28 31 11 11 36 32 21 1997    30   105     36.90 sec
 41 : ... 101 105 101 96 81 48 37 53 59 22 24 22 9 5 6 29 26 12 1892     10   105     37.12 sec
 42 : ... 119 113 108 92 66 46 65 72 39 35 33 17 11 8 5 3 4 11 2008      41   105     37.61 sec
 43 : ... 90 103 99 92 73 43 30 51 58 23 27 24 13 7 8 5 5 4 7 20 1624    31   105     37.90 sec
 44 : ... 103 99 92 72 43 30 49 54 17 21 22 6 5 7 4 4 4 3 5 10 1619       2   105     38.07 sec
 45 : ... 94 73 46 32 55 68 38 46 43 28 19 17 12 11 6 7 7 11 13 1816     43   105     38.62 sec
 46 : ... 94 91 66 41 28 43 51 18 21 20 9 8 8 4 2 2 2 2 2 4 4 1304        1   105     38.79 sec
 47 : ... 94 91 66 41 28 43 51 18 21 20 9 8 8 4 2 2 2 2 2 4 4 8 1297      6   105     38.94 sec
 48 : ... 91 66 41 28 43 51 18 21 20 9 8 8 4 2 2 2 2 2 4 4 6 8 1294       6   105     39.09 sec
 49 : ... 91 66 41 28 43 51 18 21 20 9 8 8 4 2 2 2 2 2 4 4 2 3 1 1296     0   105     39.22 sec
 50 : ... 66 41 28 43 51 18 21 20 9 8 8 4 2 2 2 2 2 4 6 3 4 2 1 1293      9   105     39.37 sec
 51 : ... 41 28 43 51 18 21 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 6 8 1294      15   105     39.51 sec
 52 : ... 41 28 43 51 18 21 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1292     0   105     39.64 sec
 53 : ... 28 43 51 18 21 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1291      1   105     39.78 sec
 54 : ... 43 51 18 21 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 1292       2   105     39.91 sec
 55 : ... 43 51 18 21 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 2 2 1 1 5 7 1313    18   105     40.07 sec
 56 : ... 51 18 21 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1310      0   105     40.20 sec
 57 : ... 18 21 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1309       1   105     40.34 sec
 58 : ... 18 21 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 1310     2   105     40.48 sec
 59 : ... 21 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 5 7 1316     21   105     40.62 sec
 60 : ... 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1314       0   105     40.76 sec
 61 : ... 20 9 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1314     1   105     40.90 sec
 62 : ... 9 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1315      2   105     41.03 sec
 63 : ... 8 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 5 8 1323     26   105     41.18 sec
 64 : ... 8 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1320      0   105     41.32 sec
 65 : ... 4 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1320      1   105     41.45 sec
 66 : ... 2 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1321      2   105     41.58 sec
 67 : ... 2 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 6 8 1330     31   105     41.73 sec
 68 : ... 2 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1328      0   105     41.87 sec
 69 : ... 2 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1328      1   105     42.01 sec
 70 : ... 2 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1329      2   105     42.14 sec
 71 : ... 4 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 3 6 1338     31   105     42.29 sec
 72 : ... 5 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1 1334      0   105     42.42 sec
 73 : ... 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1330      0   105     42.57 sec
 74 : ... 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1329      1   105     42.70 sec
 75 : ... 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 4 2 2 1 1 4 1343     37   105     42.86 sec
 76 : ... 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1338      0   105     42.99 sec
 77 : ... 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1337      0   105     43.13 sec
 78 : ... 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1337      1   105     43.27 sec
 79 : ... 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 5 1340      6   105     43.41 sec
 80 : ... 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 3 1338      0   105     43.55 sec
 81 : ... 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 3 1 1337      0   105     43.69 sec
 82 : ... 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 3 3 3 4 3 4 5 4 3 1377     36   105     43.89 sec
 83 : ... 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1371      0   105     44.03 sec
 84 : ... 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1370      0   105     44.17 sec
 85 : ... 2 1 1 4 2 1 1 2 3 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1738     42   105     44.93 sec
 86 : ... 1 1 1 1 1 1 2 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1502     35   105     45.20 sec
 87 : ... 1 1 1 1 1 2 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1492      0   105     45.34 sec
 88 : ... 1 1 1 1 2 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1489      0   105     45.49 sec
 89 : ... 1 1 1 3 4 1 1 2 2 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1905     45   105     46.30 sec
 90 : ... 1 1 3 3 1 1 1 2 1 1 3 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 5 1788     41   105     46.92 sec
 91 : ... 1 3 3 1 1 1 2 1 1 3 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1611      0   105     47.08 sec
 92 : ... 3 3 1 1 1 2 1 1 3 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1610      0   105     47.23 sec
 93 : ... 3 1 1 1 2 1 1 5 2 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 2 1 1 1783     74   115     47.74 sec
 94 : ... 1 1 1 2 1 1 3 4 2 1 3 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 4 1628     37   115     48.10 sec
 95 : ... 1 1 2 1 1 2 3 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1602      0   115     48.26 sec
 96 : ... 1 2 1 1 2 3 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1599      0   115     48.42 sec
 97 : ... 1 7 5 2 1 68 9 3 1 24 5 2 1 19 3 1 1 22 3 1 1 39 6 2 1 3047    87   115     51.98 sec
 98 : ... 3 1 1 1 61 1 1 1 22 1 1 1 15 1 1 1 20 1 1 1 33 3 1 1 4 2276    48   115     52.45 sec
 99 : ... 1 1 1 59 1 1 1 21 1 1 1 14 1 1 1 20 1 1 1 32 1 1 1 1 1 2199     0   115     52.66 sec
100 : ... 1 1 59 1 1 1 21 1 1 1 14 1 1 1 20 1 1 1 32 1 1 1 1 1 1 2185     0   115     52.85 sec
101 : ... 2 60 2 2 2 23 6 3 2 15 2 2 2 21 2 2 2 33 2 2 2 2 1 1 1 2533    56   115     53.70 sec
102 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 5 2331     41   115     54.21 sec
103 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2297     33   115     54.42 sec
104 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2294      0   115     54.60 sec
105 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2292      0   115     54.78 sec
106 : ... 3 4 2 4 2 2 2 3 2 2 2 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 3244     91   115     57.21 sec
107 : ... 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2451     37   115     57.53 sec
108 : ... 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2442      0   115     57.73 sec
109 : ... 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2436      0   115     57.93 sec
110 : ... 3 2 2 2 2 2 2 2 1 1 1 5 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2948    104   115     59.97 sec
111 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 4 2460     37   115     60.34 sec
112 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2431      0   115     60.55 sec
113 : ... 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2428      0   115     60.76 sec
114 : ... 52 49 43 40 43 42 44 45 50 46 48 40 46 13 1 1 2 1 1 1 2566    132   115     62.70 sec
115 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 4 2364     29   115     62.94 sec
116 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2363      0   115     63.14 sec
117 : ... 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2353      0   115     63.33 sec
118 : ... 2 2 2 3 3 2 2 3 2 1 1 6 2 2 1 3 2 1 1 1 1 1 1 1 1 1 1 2764     84   115     64.44 sec
119 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 4 2430     13   115     64.69 sec
120 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2433      0   115     64.89 sec
121 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2422      0   115     65.08 sec
122 : ... 25 25 23 30 27 25 27 25 24 25 24 26 28 27 27 28 16 3 2998     157   115     67.71 sec
123 : ... 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2439      1   115     68.11 sec
124 : ... 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 4 2441     29   115     68.33 sec
125 : ... 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2442      0   115     68.52 sec
126 : ... 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2439      0   115     68.72 sec
127 : ... 1 1 1 1 2 1 1 1 1 1 1 2 2 1 1 2 2 1 1 1 1 1 1 2 2 1 1 2561     88   115     69.24 sec
128 : ... 1 1 1 2 1 1 2 1 1 1 1 1 1 1 2 3 1 1 2 2 1 1 3 4 2 1 6 2510     29   115     69.56 sec
129 : ... 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 3 3 1 1 1 1 2485      0   115     69.76 sec
130 : ... 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 3 3 1 1 1 1 1 2483      0   115     69.95 sec
131 : ... 2 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 3 4 2 1 2 2 1 1 2706     84   115     70.61 sec
132 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 2 1 3 1 1 1 2 3 1 1 5 2543     29   115     70.88 sec
133 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 2 1 3 1 1 1 1 1 1 1 1 1 2530      0   115     71.08 sec
134 : ... 1 1 1 1 1 1 1 1 1 1 1 1 2 3 2 1 3 1 1 1 1 1 1 1 1 1 1 2527      0   115     71.28 sec
135 : ... 1 1 1 1 1 1 1 2 2 2 1 2 3 3 1 4 1 1 1 1 1 1 1 1 1 1 1 2729     86   115     71.90 sec
136 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2546      9   115     72.10 sec
137 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2547      0   115     72.30 sec
138 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2546      0   115     72.49 sec
139 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2749     84   115     73.16 sec
140 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2568     28   115     73.41 sec
141 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2568      0   115     73.61 sec
142 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2567      0   115     73.81 sec
143 : ... 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2676    112   115     74.37 sec
144 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2607      0   115     74.59 sec
Invariant F[143] : 2607 clauses with 91 flops (out of 195) (cex = 0, ave = 44.15)
Verification of invariant with 2607 clauses was successful.  Time =     0.04 sec
Block =  261  Oblig =119065  Clause = 42032  Call =1407640 (sat=47.2%)  Cex =   0  Start =4620
SAT solving =    48.27 sec ( 64.66 %)
  unsat     =    15.28 sec ( 20.47 %)
  sat       =    32.98 sec ( 44.19 %)
Generalize  =    32.09 sec ( 42.99 %)
Push clause =    22.50 sec ( 30.14 %)
Ternary sim =     4.27 sec (  5.71 %)
Containment =     3.93 sec (  5.27 %)
CNF compute =     5.43 sec (  7.28 %)
Refinement  =     0.00 sec (  0.00 %)
TOTAL       =    74.64 sec (100.00 %)
Property proved.  Time =    74.68 sec
68.91user 5.79system 1:14.73elapsed 99%CPU (0avgtext+0avgdata 332656maxresident)k
16inputs+48outputs (0major+81400minor)pagefaults 0swaps
