ABC command line: "read /home/andrew/rust-formal-verification/tests/examples/hwmcc20/2019/wolf/2019C/qspiflash_dualflexpress_divthree-p068_zero_then_fold2.aig ; pdr -v".

VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
101 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1600      0   117     68.34 sec
102 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1599      0   117     68.50 sec
103 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1599      1   117     68.67 sec
104 : ... 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1712     53   117     69.06 sec
105 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1608      0   117     69.24 sec
106 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1602      0   117     69.40 sec
107 : ... 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1602      1   117     69.57 sec
108 : ... 8 9 17 9 7 2 2 2 3 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 4 2099    52   117     70.65 sec
109 : ... 4 4 3 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1880      0   117     70.89 sec
110 : ... 4 3 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1872      0   117     71.06 sec
111 : ... 6 5 5 5 5 5 6 5 5 8 6 4 4 4 5 5 4 4 4 4 4 4 3 2 1 1 1 2159     57   117     71.82 sec
112 : ... 2 3 11 10 14 8 6 6 9 4 3 7 5 4 4 5 3 4 5 5 3 4 4 5 5 7 1971    49   117     72.58 sec
113 : ... 1 3 1 1 11 8 2 4 9 4 3 5 4 2 2 3 3 2 3 4 2 2 3 3 2 2 2 1837     0   117     72.77 sec
114 : ... 3 1 1 5 2 2 2 6 2 2 4 4 2 2 3 3 2 2 2 2 2 2 2 2 2 2 1 1835      0   117     72.96 sec
115 : ... 1 1 6 4 4 8 9 3 3 5 5 4 3 5 4 3 3 3 3 5 4 5 4 4 3 3 2 2113     57   117     73.63 sec
116 : ... 1 4 3 1 1 3 6 1 1 2 4 1 1 1 2 2 1 1 2 1 1 2 4 4 4 5 6 2019     41   117     73.94 sec
117 : ... 2 3 1 1 3 6 1 1 2 4 1 1 1 2 2 1 1 2 1 1 1 3 1 1 1 3 1 1988      0   117     74.11 sec
118 : ... 3 1 1 3 6 1 1 2 4 1 1 1 2 2 1 1 2 1 1 1 3 1 1 2 4 1 1 2340     61   117     74.99 sec
119 : ... 1 1 2 5 1 1 1 3 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 2 1 1 4 1882     49   117     75.45 sec
120 : ... 1 2 5 1 1 1 3 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1869      0   117     75.63 sec
121 : ... 2 5 1 1 1 3 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1866      0   117     75.80 sec
122 : ... 5 1 1 3 4 1 1 3 2 2 1 2 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 2325     65   117     76.80 sec
123 : ... 1 1 2 3 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1797     29   117     76.99 sec
124 : ... 1 1 3 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1792      0   117     77.15 sec
125 : ... 1 3 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1791      0   117     77.31 sec
126 : ... 3 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2328     69   117     78.41 sec
127 : ... 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1886     29   117     78.63 sec
128 : ... 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1877      0   117     78.80 sec
129 : ... 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1876      0   117     78.97 sec
130 : ... 4 5 5 6 5 4 4 5 5 1 1 4 3 1 1 1 1 1 1 1 2 1 1 1 2 2 1 3120    127   126     82.36 sec
131 : ... 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 2002      0   126     82.64 sec
Invariant F[130] : 2002 clauses with 114 flops (out of 195) (cex = 0, ave = 42.08)
Verification of invariant with 2002 clauses was successful.  Time =     0.04 sec
Block =  137  Oblig =141217  Clause = 46476  Call =1445167 (sat=47.1%)  Cex =   0  Start =4744
SAT solving =    52.29 sec ( 63.24 %)
  unsat     =    17.39 sec ( 21.03 %)
  sat       =    34.90 sec ( 42.20 %)
Generalize  =    37.76 sec ( 45.67 %)
Push clause =    19.29 sec ( 23.33 %)
Ternary sim =     4.84 sec (  5.85 %)
Containment =     4.78 sec (  5.79 %)
CNF compute =     6.53 sec (  7.90 %)
Refinement  =     0.00 sec (  0.00 %)
TOTAL       =    82.68 sec (100.00 %)
Property proved.  Time =    82.72 sec
